Time,Thrust (N),Thrust (lbf),N2O Mass Flow Rate (kg/s),N2O Mass (kg),Ethanol Mass Flow Rate (kg/s),Ethanol Mass (kg),TWR,OFR,N2O Pressure (psi),Ethanol Pressure (psi),Nitrous Phase
0,0,0,0.16481,6.2,0.4431,1.6,0,0.37195,900.3192,900.3192,liquid
0.01,919.86283,206.8037,0.85324,6.1915,0.4431,1.5956,1.8755,1.9256,899.9475,899.1174,liquid
0.02,1909.8419,429.3709,0.90465,6.1824,0.45107,1.5911,3.8949,2.0055,899.5534,897.8973,liquid
0.03,2016.4634,453.3416,0.92746,6.1731,0.43576,1.5867,4.1135,2.1284,899.1494,896.7217,liquid
0.04,2100.0053,472.1235,0.94337,6.1637,0.41876,1.5825,4.2851,2.2528,898.7384,895.5949,liquid
0.05,2166.3746,487.0447,0.95443,6.1542,0.40022,1.5785,4.4217,2.3848,898.3226,894.5206,liquid
0.06,2197.0307,493.9368,0.95955,6.1446,0.3819,1.5747,4.4855,2.5126,897.9046,893.4979,liquid
0.07,2206.5873,496.0853,0.95938,6.135,0.36333,1.5711,4.5062,2.6405,897.4867,892.5271,liquid
0.08,2209.2341,496.6803,0.95416,6.1254,0.34528,1.5676,4.5128,2.7634,897.071,891.6064,liquid
0.09,2195.9775,493.7,0.94333,6.116,0.32626,1.5643,4.4868,2.8913,896.66,890.7382,liquid
0.1,2156.5793,484.8425,0.92885,6.1067,0.30907,1.5613,4.4074,3.0054,896.2554,889.9174,liquid
0.11,2143.0595,481.8029,0.93277,6.0974,0.31262,1.5581,4.3809,2.9837,895.849,889.0886,liquid
0.12,2148.7956,483.0925,0.93158,6.0881,0.31153,1.555,4.3937,2.9904,895.4432,888.2643,liquid
0.13,2147.0012,482.6891,0.93182,6.0788,0.31193,1.5519,4.3911,2.9873,895.0373,887.4404,liquid
0.14,2147.2945,482.7551,0.93155,6.0694,0.31187,1.5488,4.3928,2.987,894.6315,886.6182,liquid
0.15,2146.8181,482.6479,0.9314,6.0601,0.31196,1.5457,4.3929,2.9856,894.2257,885.7973,liquid
0.16,2146.5193,482.5808,0.9312,6.0508,0.312,1.5425,4.3934,2.9846,893.82,884.9778,liquid
0.17,2146.1286,482.4929,0.93102,6.0415,0.31206,1.5394,4.3937,2.9834,893.4144,884.1597,liquid
0.18,2145.7433,482.4063,0.93082,6.0322,0.31211,1.5363,4.394,2.9824,893.0089,883.343,liquid
0.19,2145.3391,482.3155,0.93063,6.0229,0.31215,1.5332,4.3943,2.9813,892.6035,882.5276,liquid
0.2,2144.9267,482.2227,0.93043,6.0136,0.3122,1.53,4.3945,2.9803,892.1982,881.7137,liquid
0.21,2144.5043,482.1278,0.93023,6.0043,0.31224,1.5269,4.3948,2.9793,891.793,880.9011,liquid
0.22,2144.0733,482.0309,0.93004,5.995,0.31227,1.5238,4.395,2.9783,891.3878,880.0899,liquid
0.23,2143.6338,481.9321,0.92984,5.9857,0.31231,1.5207,4.3952,2.9773,890.9827,879.2802,liquid
0.24,2143.1861,481.8314,0.92965,5.9764,0.31234,1.5176,4.3954,2.9764,890.5777,878.4718,liquid
0.25,2142.7304,481.729,0.92945,5.9671,0.31236,1.5144,4.3955,2.9756,890.1728,877.6649,liquid
0.26,2142.2667,481.6247,0.92926,5.9578,0.31239,1.5113,4.3957,2.9747,889.768,876.8594,liquid
0.27,2141.7954,481.5187,0.92906,5.9485,0.31241,1.5082,4.3958,2.9739,889.3633,876.0553,liquid
0.28,2141.3164,481.4111,0.92887,5.9392,0.31243,1.5051,4.3959,2.9731,888.9586,875.2526,liquid
0.29,2140.83,481.3017,0.92867,5.9299,0.31244,1.5019,4.396,2.9723,888.5541,874.4514,liquid
0.3,2140.3362,481.1907,0.92848,5.9206,0.31245,1.4988,4.3961,2.9716,888.1496,873.6516,liquid
0.31,2139.8351,481.078,0.92829,5.9114,0.31246,1.4957,4.3962,2.9709,887.7452,872.8532,liquid
0.32,2139.327,480.9638,0.92809,5.9021,0.31247,1.4926,4.3962,2.9702,887.3409,872.0563,liquid
0.33,2138.8118,480.848,0.9279,5.8928,0.31248,1.4894,4.3963,2.9695,886.9366,871.2608,liquid
0.34,2138.2897,480.7306,0.9277,5.8835,0.31248,1.4863,4.3963,2.9689,886.5325,870.4668,liquid
0.35,2137.7608,480.6117,0.92751,5.8743,0.31248,1.4832,4.3963,2.9683,886.1284,869.6742,liquid
0.36,2137.2252,480.4913,0.92732,5.865,0.31247,1.4801,4.3963,2.9677,885.7245,868.8831,liquid
0.37,2136.6831,480.3694,0.92712,5.8557,0.31247,1.4769,4.3963,2.9671,885.3206,868.0934,liquid
0.38,2136.1344,480.246,0.92693,5.8464,0.31246,1.4738,4.3962,2.9666,884.9168,867.3052,liquid
0.39,2135.5793,480.1212,0.92674,5.8372,0.31245,1.4707,4.3962,2.9661,884.513,866.5184,liquid
0.4,2135.0179,479.995,0.92654,5.8279,0.31243,1.4676,4.3961,2.9656,884.1094,865.7331,liquid
0.41,2134.4503,479.8674,0.92635,5.8186,0.31242,1.4644,4.3961,2.9651,883.7058,864.9493,liquid
0.42,2133.8766,479.7384,0.92616,5.8094,0.3124,1.4613,4.396,2.9646,883.3024,864.1669,liquid
0.43,2133.2968,479.6081,0.92596,5.8001,0.31238,1.4582,4.3959,2.9642,882.899,863.3859,liquid
0.44,2132.7111,479.4764,0.92577,5.7909,0.31236,1.4551,4.3958,2.9638,882.4957,862.6065,liquid
0.45,2132.1195,479.3434,0.92558,5.7816,0.31233,1.4519,4.3957,2.9634,882.0925,861.8285,liquid
0.46,2131.5222,479.2091,0.92539,5.7724,0.31231,1.4488,4.3955,2.9631,881.6893,861.052,liquid
0.47,2130.9191,479.0735,0.92519,5.7631,0.31228,1.4457,4.3954,2.9627,881.2863,860.2769,liquid
0.48,2130.3104,478.9367,0.925,5.7539,0.31225,1.4426,4.3952,2.9624,880.8833,859.5034,liquid
0.49,2129.6962,478.7986,0.92481,5.7446,0.31221,1.4395,4.3951,2.9621,880.4804,858.7312,liquid
0.5,2129.0765,478.6593,0.92462,5.7354,0.31218,1.4363,4.3949,2.9618,880.0776,857.9606,liquid
0.51,2128.4514,478.5188,0.92442,5.7261,0.31214,1.4332,4.3947,2.9616,879.6749,857.1915,liquid
0.52,2127.8211,478.377,0.92423,5.7169,0.3121,1.4301,4.3945,2.9613,879.2723,856.4238,liquid
0.53,2127.1855,478.2341,0.92404,5.7076,0.31206,1.427,4.3943,2.9611,878.8698,855.6576,liquid
0.54,2126.5447,478.0901,0.92385,5.6984,0.31202,1.4239,4.3941,2.9609,878.4673,854.8928,liquid
0.55,2125.8989,477.9449,0.92366,5.6892,0.31197,1.4207,4.3938,2.9607,878.0649,854.1296,liquid
0.56,2125.248,477.7986,0.92346,5.6799,0.31193,1.4176,4.3936,2.9605,877.6626,853.3678,liquid
0.57,2124.5922,477.6511,0.92327,5.6707,0.31188,1.4145,4.3933,2.9604,877.2604,852.6075,liquid
0.58,2123.9316,477.5026,0.92308,5.6615,0.31183,1.4114,4.3931,2.9602,876.8583,851.8486,liquid
0.59,2123.2661,477.353,0.92289,5.6522,0.31178,1.4083,4.3928,2.9601,876.4562,851.0913,liquid
0.6,2122.5959,477.2023,0.9227,5.643,0.31172,1.4051,4.3925,2.96,876.0543,850.3354,liquid
0.61,2121.9211,477.0506,0.9225,5.6338,0.31167,1.402,4.3922,2.9599,875.6524,849.581,liquid
0.62,2121.2417,476.8979,0.92231,5.6246,0.31161,1.3989,4.3919,2.9598,875.2506,848.8281,liquid
0.63,2120.5577,476.7441,0.92212,5.6153,0.31155,1.3958,4.3916,2.9598,874.8489,848.0766,liquid
0.64,2119.8693,476.5893,0.92193,5.6061,0.31149,1.3927,4.3912,2.9598,874.4473,847.3266,liquid
0.65,2119.1765,476.4336,0.92174,5.5969,0.31143,1.3896,4.3909,2.9597,874.0457,846.5781,liquid
0.66,2118.4793,476.2768,0.92155,5.5877,0.31136,1.3864,4.3906,2.9597,873.6442,845.8311,liquid
0.67,2117.7779,476.1191,0.92135,5.5785,0.3113,1.3833,4.3902,2.9597,873.2429,845.0855,liquid
0.68,2117.0722,475.9605,0.92116,5.5693,0.31123,1.3802,4.3898,2.9598,872.8416,844.3415,liquid
0.69,2116.3625,475.8009,0.92097,5.56,0.31116,1.3771,4.3895,2.9598,872.4404,843.5989,liquid
0.7,2115.6486,475.6404,0.92078,5.5508,0.31109,1.374,4.3891,2.9598,872.0392,842.8577,liquid
0.71,2114.9307,475.479,0.92059,5.5416,0.31102,1.3709,4.3887,2.9599,871.6382,842.1181,liquid
0.72,2114.2089,475.3167,0.9204,5.5324,0.31095,1.3678,4.3883,2.96,871.2372,841.3799,liquid
0.73,2113.4831,475.1536,0.92021,5.5232,0.31087,1.3647,4.3879,2.9601,870.8364,840.6431,liquid
0.74,2112.7535,474.9895,0.92001,5.514,0.3108,1.3616,4.3875,2.9602,870.4356,839.9079,liquid
0.75,2112.0201,474.8247,0.91982,5.5048,0.31072,1.3585,4.3871,2.9603,870.0349,839.1741,liquid
0.76,2111.283,474.6589,0.91963,5.4956,0.31064,1.3554,4.3866,2.9604,869.6342,838.4418,liquid
0.77,2110.5421,474.4924,0.91944,5.4864,0.31056,1.3522,4.3862,2.9606,869.2337,837.7109,liquid
0.78,2109.7977,474.325,0.91925,5.4772,0.31048,1.3491,4.3857,2.9607,868.8332,836.9815,liquid
0.79,2109.0497,474.1569,0.91906,5.4681,0.3104,1.346,4.3853,2.9609,868.4328,836.2536,liquid
0.8,2108.2982,473.9879,0.91887,5.4589,0.31031,1.3429,4.3848,2.9611,868.0326,835.5271,liquid
0.81,2107.5432,473.8182,0.91867,5.4497,0.31023,1.3398,4.3843,2.9613,867.6323,834.8021,liquid
0.82,2106.7848,473.6477,0.91848,5.4405,0.31014,1.3367,4.3839,2.9615,867.2322,834.0786,liquid
0.83,2106.0231,473.4764,0.91829,5.4313,0.31005,1.3336,4.3834,2.9617,866.8322,833.3565,liquid
0.84,2105.258,473.3044,0.9181,5.4221,0.30996,1.3305,4.3829,2.9619,866.4322,832.6358,liquid
0.85,2104.4897,473.1317,0.91791,5.413,0.30988,1.3274,4.3824,2.9622,866.0323,831.9166,liquid
0.86,2103.7182,472.9582,0.91772,5.4038,0.30978,1.3243,4.3819,2.9624,865.6325,831.1989,liquid
0.87,2102.9436,472.7841,0.91752,5.3946,0.30969,1.3212,4.3814,2.9627,865.2328,830.4826,liquid
0.88,2102.1658,472.6092,0.91733,5.3854,0.3096,1.3181,4.3808,2.963,864.8332,829.7678,liquid
0.89,2101.385,472.4337,0.91714,5.3763,0.3095,1.315,4.3803,2.9633,864.4337,829.0544,liquid
0.9,2100.6011,472.2574,0.91695,5.3671,0.30941,1.312,4.3798,2.9636,864.0342,828.3424,liquid
0.91,2099.8143,472.0806,0.91676,5.3579,0.30931,1.3089,4.3792,2.9639,863.6348,827.6319,liquid
0.92,2099.0246,471.903,0.91657,5.3488,0.30922,1.3058,4.3787,2.9642,863.2355,826.9229,liquid
0.93,2098.232,471.7248,0.91638,5.3396,0.30912,1.3027,4.3781,2.9645,862.8363,826.2153,liquid
0.94,2097.4365,471.546,0.91618,5.3304,0.30902,1.2996,4.3775,2.9648,862.4372,825.5091,liquid
0.95,2096.6383,471.3665,0.91599,5.3213,0.30892,1.2965,4.377,2.9652,862.0382,824.8043,liquid
0.96,2095.8374,471.1865,0.9158,5.3121,0.30882,1.2934,4.3764,2.9655,861.6392,824.101,liquid
0.97,2095.0337,471.0058,0.91561,5.303,0.30871,1.2903,4.3758,2.9659,861.2403,823.3991,liquid
0.98,2094.2274,470.8245,0.91542,5.2938,0.30861,1.2872,4.3752,2.9663,860.8416,822.6987,liquid
0.99,2093.4185,470.6426,0.91522,5.2846,0.30851,1.2841,4.3746,2.9666,860.4428,821.9996,liquid
1,2092.607,470.4602,0.91503,5.2755,0.3084,1.2811,4.374,2.967,860.0442,821.302,liquid
1.01,2091.7929,470.2772,0.91484,5.2663,0.30829,1.278,4.3734,2.9674,859.6457,820.6059,liquid
1.02,2090.9764,470.0936,0.91465,5.2572,0.30819,1.2749,4.3728,2.9678,859.2472,819.9111,liquid
1.03,2090.1574,469.9095,0.91446,5.2481,0.30808,1.2718,4.3722,2.9682,858.8489,819.2178,liquid
1.04,2089.336,469.7248,0.91426,5.2389,0.30797,1.2687,4.3716,2.9687,858.4506,818.5258,liquid
1.05,2088.5123,469.5396,0.91407,5.2298,0.30786,1.2657,4.371,2.9691,858.0524,817.8353,liquid
1.06,2087.6861,469.3539,0.91388,5.2206,0.30775,1.2626,4.3703,2.9695,857.6542,817.1462,liquid
1.07,2086.8577,469.1677,0.91369,5.2115,0.30764,1.2595,4.3697,2.97,857.2562,816.4585,liquid
1.08,2086.0271,468.9809,0.9135,5.2024,0.30753,1.2564,4.369,2.9704,856.8582,815.7722,liquid
1.09,2085.1941,468.7936,0.9133,5.1932,0.30742,1.2534,4.3684,2.9709,856.4604,815.0873,liquid
1.1,2084.359,468.6059,0.91311,5.1841,0.3073,1.2503,4.3677,2.9714,856.0626,814.4038,liquid
1.11,2083.5218,468.4177,0.91292,5.175,0.30719,1.2472,4.3671,2.9718,855.6649,813.7217,liquid
1.12,2082.6824,468.229,0.91273,5.1658,0.30708,1.2441,4.3664,2.9723,855.2673,813.041,liquid
1.13,2081.8409,468.0398,0.91253,5.1567,0.30696,1.2411,4.3657,2.9728,854.8697,812.3617,liquid
1.14,2080.9974,467.8501,0.91234,5.1476,0.30684,1.238,4.3651,2.9733,854.4723,811.6838,liquid
1.15,2080.1518,467.66,0.91215,5.1385,0.30673,1.2349,4.3644,2.9738,854.0749,811.0073,liquid
1.16,2079.3043,467.4695,0.91196,5.1294,0.30661,1.2319,4.3637,2.9743,853.6776,810.3322,liquid
1.17,2078.4548,467.2785,0.91176,5.1202,0.30649,1.2288,4.363,2.9748,853.2804,809.6584,liquid
1.18,2077.6033,467.0871,0.91157,5.1111,0.30637,1.2257,4.3623,2.9754,852.8833,808.986,liquid
1.19,2076.75,466.8952,0.91138,5.102,0.30625,1.2227,4.3616,2.9759,852.4863,808.315,liquid
1.2,2075.8948,466.703,0.91118,5.0929,0.30613,1.2196,4.3609,2.9764,852.0893,807.6454,liquid
1.21,2075.0377,466.5103,0.91099,5.0838,0.30601,1.2166,4.3602,2.977,851.6925,806.9771,liquid
1.22,2074.1789,466.3172,0.9108,5.0747,0.30589,1.2135,4.3595,2.9775,851.2957,806.3102,liquid
1.23,2073.3183,466.1237,0.9106,5.0656,0.30577,1.2104,4.3588,2.9781,850.899,805.6447,liquid
1.24,2072.4559,465.9298,0.91041,5.0565,0.30565,1.2074,4.3581,2.9786,850.5024,804.9806,liquid
1.25,2071.5918,465.7356,0.91022,5.0474,0.30553,1.2043,4.3573,2.9792,850.1059,804.3178,liquid
1.26,2070.726,465.5409,0.91002,5.0383,0.3054,1.2013,4.3566,2.9797,849.7094,803.6563,liquid
1.27,2069.8586,465.3459,0.90983,5.0292,0.30528,1.1982,4.3559,2.9803,849.3131,802.9962,liquid
1.28,2068.9895,465.1505,0.90964,5.0201,0.30516,1.1952,4.3551,2.9809,848.9168,802.3375,liquid
1.29,2068.1188,464.9548,0.90944,5.011,0.30503,1.1921,4.3544,2.9815,848.5206,801.6801,liquid
1.3,2067.2465,464.7587,0.90925,5.0019,0.30491,1.1891,4.3536,2.9821,848.1245,801.0241,liquid
1.31,2066.3726,464.5622,0.90906,4.9928,0.30478,1.186,4.3529,2.9827,847.7285,800.3694,liquid
1.32,2065.4973,464.3654,0.90886,4.9837,0.30465,1.183,4.3521,2.9833,847.3325,799.716,liquid
1.33,2064.6204,464.1682,0.90867,4.9746,0.30453,1.1799,4.3514,2.9839,846.9367,799.064,liquid
1.34,2063.742,463.9708,0.90847,4.9655,0.3044,1.1769,4.3506,2.9845,846.5409,798.4133,liquid
1.35,2062.8621,463.773,0.90828,4.9564,0.30427,1.1738,4.3498,2.9851,846.1452,797.7639,liquid
1.36,2061.9809,463.5748,0.90809,4.9474,0.30414,1.1708,4.3491,2.9857,845.7497,797.1159,liquid
1.37,2061.0982,463.3764,0.90789,4.9383,0.30402,1.1678,4.3483,2.9863,845.3541,796.4692,liquid
1.38,2060.2141,463.1776,0.9077,4.9292,0.30389,1.1647,4.3475,2.987,844.9587,795.8238,liquid
1.39,2059.3286,462.9786,0.9075,4.9201,0.30376,1.1617,4.3468,2.9876,844.5634,795.1798,liquid
1.4,2058.4419,462.7792,0.90731,4.9111,0.30363,1.1587,4.346,2.9882,844.1681,794.537,liquid
1.41,2057.5537,462.5795,0.90711,4.902,0.3035,1.1556,4.3452,2.9889,843.7729,793.8956,liquid
1.42,2056.6643,462.3796,0.90692,4.8929,0.30337,1.1526,4.3444,2.9895,843.3778,793.2555,liquid
1.43,2055.7736,462.1793,0.90672,4.8839,0.30324,1.1496,4.3436,2.9902,842.9828,792.6166,liquid
1.44,2054.8817,461.9788,0.90653,4.8748,0.3031,1.1465,4.3428,2.9908,842.5879,791.9791,liquid
1.45,2053.9885,461.778,0.90634,4.8657,0.30297,1.1435,4.342,2.9915,842.1931,791.3429,liquid
1.46,2053.094,461.5769,0.90614,4.8567,0.30284,1.1405,4.3412,2.9921,841.7983,790.708,liquid
1.47,2052.1984,461.3755,0.90594,4.8476,0.30271,1.1374,4.3404,2.9928,841.4037,790.0744,liquid
1.48,2051.3016,461.1739,0.90575,4.8385,0.30258,1.1344,4.3396,2.9935,841.0091,789.4421,liquid
1.49,2050.4037,460.9721,0.90555,4.8295,0.30244,1.1314,4.3388,2.9941,840.6146,788.811,liquid
1.5,2049.5046,460.7699,0.90536,4.8204,0.30231,1.1284,4.338,2.9948,840.2202,788.1813,liquid
1.51,2048.6044,460.5675,0.90516,4.8114,0.30218,1.1253,4.3371,2.9955,839.8259,787.5528,liquid
1.52,2047.7031,460.3649,0.90497,4.8023,0.30204,1.1223,4.3363,2.9962,839.4316,786.9256,liquid
1.53,2046.8007,460.162,0.90477,4.7933,0.30191,1.1193,4.3355,2.9968,839.0375,786.2997,liquid
1.54,2045.8972,459.9589,0.90458,4.7842,0.30177,1.1163,4.3347,2.9975,838.6434,785.675,liquid
1.55,2044.9927,459.7556,0.90438,4.7752,0.30164,1.1133,4.3338,2.9982,838.2494,785.0517,liquid
1.56,2044.0872,459.552,0.90418,4.7662,0.3015,1.1103,4.333,2.9989,837.8555,784.4296,liquid
1.57,2043.1806,459.3482,0.90399,4.7571,0.30137,1.1072,4.3322,2.9996,837.4617,783.8087,liquid
1.58,2042.2731,459.1441,0.90379,4.7481,0.30123,1.1042,4.3313,3.0003,837.068,783.1891,liquid
1.59,2041.3645,458.9399,0.9036,4.739,0.3011,1.1012,4.3305,3.001,836.6743,782.5708,liquid
1.6,2040.455,458.7354,0.9034,4.73,0.30096,1.0982,4.3296,3.0017,836.2808,781.9537,liquid
1.61,2039.5446,458.5307,0.9032,4.721,0.30082,1.0952,4.3288,3.0024,835.8873,781.3379,liquid
1.62,2038.6332,458.3258,0.90301,4.7119,0.30069,1.0922,4.3279,3.0031,835.4939,780.7234,liquid
1.63,2037.721,458.1207,0.90281,4.7029,0.30055,1.0892,4.3271,3.0038,835.1006,780.11,liquid
1.64,2036.8078,457.9154,0.90261,4.6939,0.30041,1.0862,4.3262,3.0046,834.7074,779.4979,liquid
1.65,2035.8937,457.7099,0.90242,4.6849,0.30028,1.0832,4.3254,3.0053,834.3143,778.8871,liquid
1.66,2034.9788,457.5042,0.90222,4.6758,0.30014,1.0802,4.3245,3.006,833.9213,778.2775,liquid
1.67,2034.063,457.2983,0.90202,4.6668,0.3,1.0772,4.3236,3.0067,833.5283,777.6691,liquid
1.68,2033.1463,457.0923,0.90182,4.6578,0.29986,1.0742,4.3228,3.0074,833.1354,777.062,liquid
1.69,2032.2289,456.886,0.90163,4.6488,0.29973,1.0712,4.3219,3.0082,832.7427,776.456,liquid
1.7,2031.3106,456.6795,0.90143,4.6398,0.29959,1.0682,4.321,3.0089,832.35,775.8513,liquid
1.71,2030.3915,456.4729,0.90123,4.6308,0.29945,1.0652,4.3202,3.0096,831.9573,775.2479,liquid
1.72,2029.4717,456.2661,0.90103,4.6218,0.29931,1.0622,4.3193,3.0104,831.5648,774.6456,liquid
1.73,2028.5511,456.0591,0.90084,4.6127,0.29917,1.0592,4.3184,3.0111,831.1724,774.0446,liquid
1.74,2027.6297,455.852,0.90064,4.6037,0.29903,1.0562,4.3175,3.0118,830.78,773.4447,liquid
1.75,2026.7076,455.6447,0.90044,4.5947,0.29889,1.0532,4.3166,3.0126,830.3878,772.8461,liquid
1.76,2025.7847,455.4372,0.90024,4.5857,0.29875,1.0502,4.3158,3.0133,829.9956,772.2487,liquid
1.77,2024.8611,455.2296,0.90005,4.5767,0.29861,1.0473,4.3149,3.0141,829.6035,771.6524,liquid
1.78,2023.9369,455.0218,0.89985,4.5677,0.29848,1.0443,4.314,3.0148,829.2115,771.0574,liquid
1.79,2023.0119,454.8138,0.89965,4.5587,0.29834,1.0413,4.3131,3.0156,828.8196,770.4636,liquid
1.8,2022.0862,454.6057,0.89945,4.5497,0.2982,1.0383,4.3122,3.0163,828.4277,769.8709,liquid
1.81,2021.1599,454.3975,0.89925,4.5408,0.29806,1.0353,4.3113,3.0171,828.036,769.2795,liquid
1.82,2020.2329,454.1891,0.89905,4.5318,0.29792,1.0323,4.3104,3.0178,827.6443,768.6892,liquid
1.83,2019.3053,453.9805,0.89885,4.5228,0.29778,1.0294,4.3095,3.0186,827.2527,768.1001,liquid
1.84,2018.377,453.7718,0.89866,4.5138,0.29763,1.0264,4.3086,3.0193,826.8612,767.5122,liquid
